id,value
id_0,23.692783818003793
id_1,63.022492089842416
id_2,24.9816592719712
id_3,31.15450982650757
id_4,8.856625098100388
id_5,23.161075105783468
id_6,41.022875967674764
id_7,17.933456888723068
id_8,54.43784927751626
id_9,27.752909134180168
id_10,36.879210695323096
id_11,55.17433752743069
id_12,38.11624665765074
id_13,28.996817097422106
id_14,32.086531552090825
id_15,12.650068909314642
id_16,54.53250347041035
id_17,23.098727808041854
id_18,12.67243756342247
id_19,14.969837180398908
id_20,18.529971219392596
id_21,32.32241587586559
id_22,38.61067434018466
id_23,12.712361437695346
id_24,60.70773823798371
id_25,41.52420073894768
id_26,22.76773529973725
id_27,9.928905904783626
id_28,30.447530706701833
id_29,31.848053459119946
id_30,12.35924033470843
id_31,10.189737886341279
id_32,14.990984211631089
id_33,9.49159375861016
id_34,16.76942628614303
id_35,45.23313975141431
id_36,23.02448539183921
id_37,28.049052628672708
id_38,12.742610391055232
id_39,56.34025124406545
id_40,41.20306894947283
id_41,28.710811312184962
id_42,51.56180200225339
id_43,20.013052375068927
id_44,37.331255246113045
id_45,50.955720150610176
id_46,55.6265396665544
id_47,42.307703275452376
id_48,47.70315937983389
id_49,30.17542030466466
id_50,32.078442633701734
id_51,21.049546363311286
id_52,43.376187212363284
id_53,23.37018972546522
id_54,34.064465985178664
id_55,40.0259323633378
id_56,23.961337322117895
id_57,21.702822322055443
id_58,38.92419023168275
id_59,37.851548270486084
id_60,8.12751759783104
id_61,35.1580278778339
id_62,31.299691473195093
id_63,44.13761109469722
id_64,47.24951521027619
id_65,26.57124580888852
id_66,36.32614059864271
id_67,50.3285031811446
id_68,27.025357103768155
id_69,38.73646643236709
id_70,59.332695119425516
id_71,58.96316349880247
id_72,36.677369850143776
id_73,15.501645917844437
id_74,13.450910149028138
id_75,35.04300169449432
id_76,61.539454112282996
id_77,4.088826405279597
id_78,43.98634667036476
id_79,40.54386867710361
id_80,10.179510393142172
id_81,19.713620039950886
id_82,4.545156730367726
id_83,35.43405011501331
id_84,6.372382322354642
id_85,8.428877147938632
id_86,16.296278550683176
id_87,12.425031829492474
id_88,22.47477496133425
id_89,18.779581401987357
id_90,33.52343850334729
id_91,11.409908423948309
id_92,16.388022811351096
id_93,13.135814380444556
id_94,34.78711972212361
id_95,16.215869432678062
id_96,14.311537790379376
id_97,8.196433843980719
id_98,10.502414248108764
id_99,10.824858204783176
id_100,7.956127438043107
id_101,21.803333820842575
id_102,10.507153992302849
id_103,12.00612500962055
id_104,13.53118621537524
id_105,29.822301413738096
id_106,21.810076041307454
id_107,10.092847429663777
id_108,22.96806903384393
id_109,18.082940616327285
id_110,9.862745298725232
id_111,11.981343752458104
id_112,17.548190927353314
id_113,19.66364386074559
id_114,19.40567814881935
id_115,18.393191098494647
id_116,11.49071303524749
id_117,37.948566573503
id_118,20.562212903875505
id_119,3.7641339919801404
id_120,-0.09180872769645176
id_121,10.478031943043728
id_122,9.865039063265462
id_123,9.13078940130809
id_124,8.049599438780085
id_125,21.97136877709622
id_126,24.241017488225094
id_127,7.938359113318206
id_128,16.251998190455758
id_129,12.213726408310727
id_130,-0.7118627432805139
id_131,26.934043708996683
id_132,18.784095447956755
id_133,32.561059622379894
id_134,28.29389644014886
id_135,23.53668938191481
id_136,12.402820553189295
id_137,24.51177320065363
id_138,70.52274785105931
id_139,66.52856283508936
id_140,31.145968997128545
id_141,16.19880433825576
id_142,21.94554744986419
id_143,7.370534307547584
id_144,18.369240784032176
id_145,10.770239645649365
id_146,16.090620521647548
id_147,8.671017777411489
id_148,13.624656720721699
id_149,14.171486112517968
id_150,34.00675147987308
id_151,15.933735153170469
id_152,19.81421739142949
id_153,11.13293314756958
id_154,20.50972514774181
id_155,26.40234102655981
id_156,20.6296577605011
id_157,33.22639626252475
id_158,8.542416916208472
id_159,19.43936794062432
id_160,42.50326194756653
id_161,17.79828112140419
id_162,56.985056102627084
id_163,14.259219226618912
id_164,29.19523073902904
id_165,25.63281144257305
id_166,23.236609358650636
id_167,0.9631720691917177
id_168,66.30360648896358
id_169,19.142994578382716
id_170,14.529732374150175
id_171,65.31367530075168
id_172,17.043353004809603
id_173,5.684560334179888
id_174,30.638085962554065
id_175,3.190636688163115
id_176,9.787007271546974
id_177,22.25332494839024
id_178,22.254845815102982
id_179,20.16378516201169
id_180,38.767453472476866
id_181,36.54872919362036
id_182,34.32809431275693
id_183,16.944124518569524
id_184,5.6239753722429375
id_185,40.38908717360705
id_186,30.967894301898102
id_187,30.611869059528214
id_188,14.274133465139538
id_189,23.847492852880325
id_190,14.149331700353555
id_191,14.431384793246568
id_192,26.793789848544638
id_193,74.64842004125711
id_194,37.93045531375453
id_195,12.057369452776454
id_196,63.75130361466707
id_197,17.62796175487263
id_198,18.274318031861053
id_199,21.1642424210587
id_200,104.68521194758677
id_201,21.053806990306878
id_202,57.14377112695081
id_203,9.174765575224905
id_204,56.41765953638728
id_205,26.41000199821197
id_206,9.213195999857787
id_207,18.415811624513644
id_208,56.420386271731054
id_209,22.216386353291398
id_210,42.69599139911555
id_211,64.00580681742804
id_212,21.72066639983748
id_213,117.23904133737737
id_214,36.732849247815764
id_215,72.16682222715374
id_216,77.37997546581481
id_217,66.38183835240706
id_218,39.956331279264454
id_219,29.294690922093093
id_220,30.824614442675646
id_221,61.01977102890165
id_222,23.068836484880666
id_223,35.71882050457354
id_224,43.83796943374121
id_225,9.526455887184195
id_226,7.0314901636167555
id_227,73.8903308140799
id_228,28.353827749128243
id_229,3.6028639074339064
id_230,39.83866146357971
id_231,12.66998214446032
id_232,20.827119552658303
id_233,5.7486089572469705
id_234,19.868328276547455
id_235,20.142890932336655
id_236,15.564526473757688
id_237,7.217607901477872
id_238,25.638316526206122
id_239,15.921957977604782
